제조업체명,사료종류,성분등록번호,사료명,사료성분명,사료성분량,데이터기준일자
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,수분,88% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,조섬유,0.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,조회분,1.5% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,인,0.15% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,칼슘,0.2% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,조지방,1.8% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,조단백질,15.3% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,수분,92.1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,조섬유,0.24% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60004,혼합성단미사료혼합성단미사료,조회분,1.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60005,혼합성단미사료혼합성단미사료,조지방,6.8% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60005,혼합성단미사료혼합성단미사료,조단백질,9.5% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60005,혼합성단미사료혼합성단미사료,수분,94% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60005,혼합성단미사료혼합성단미사료,조섬유,0.048% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60005,혼합성단미사료혼합성단미사료,조회분,1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60006,혼합성단미사료혼합성단미사료,조지방,13.8% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60006,혼합성단미사료혼합성단미사료,조단백질,47.5% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60006,혼합성단미사료혼합성단미사료,수분,24.9% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60006,혼합성단미사료혼합성단미사료,조섬유,1.2% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60006,혼합성단미사료혼합성단미사료,조회분,12% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60007,혼합성단미사료혼합성단미사료,조지방,8.5% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60007,혼합성단미사료혼합성단미사료,조단백질,35.2% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60007,혼합성단미사료혼합성단미사료,수분,39.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60007,혼합성단미사료혼합성단미사료,조회분,15.2% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60008,혼합성단미사료혼합성단미사료,조지방,14.1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60008,혼합성단미사료혼합성단미사료,조단백질,29.6% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60008,혼합성단미사료혼합성단미사료,수분,57.1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60008,혼합성단미사료혼합성단미사료,조회분,3.2% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60009,혼합성단미사료혼합성단미사료,조지방,5.4% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60009,혼합성단미사료혼합성단미사료,조단백질,32.5% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60009,혼합성단미사료혼합성단미사료,수분,53.9% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60009,혼합성단미사료혼합성단미사료,조회분,12.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60010,혼합성단미사료혼합성단미사료,조지방,2.5% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60010,혼합성단미사료혼합성단미사료,조단백질,11.5% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60010,혼합성단미사료혼합성단미사료,수분,96.9% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60010,혼합성단미사료혼합성단미사료,조회분,1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60011,혼합성단미사료혼합성단미사료,조지방,14.7% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60011,혼합성단미사료혼합성단미사료,조단백질,56.2% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60011,혼합성단미사료혼합성단미사료,수분,18% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60011,혼합성단미사료혼합성단미사료,조회분,5.9% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60012,혼합성단미사료혼합성단미사료,조지방,16.9% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60012,혼합성단미사료혼합성단미사료,조단백질,62.3% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60012,혼합성단미사료혼합성단미사료,수분,39.1% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60012,혼합성단미사료혼합성단미사료,조회분,4.1% 이하,2019-11-25
슈퍼말이요,단미사료 (동물성-단백질류),PP6G80001,육포,조지방,2.6% 이하,2019-11-25
슈퍼말이요,단미사료 (동물성-단백질류),PP6G80001,육포,조단백질,61.5% 이상,2019-11-25
슈퍼말이요,단미사료 (동물성-단백질류),PP6G80001,육포,수분,21.6% 이하,2019-11-25
슈퍼말이요,단미사료 (동물성-단백질류),PP6G80001,육포,조회분,6.5% 이하,2019-11-25
